name;lat;lon;country;type
La Linea de la Concepcion;36.1677899;-5.3482396;ES;epoch
La Union;37.6215215;-0.8800506;ES;epoch
Langreo;43.2955423;-5.6839733;ES;epoch
Leon;42.5989995;-5.5682413;ES;epoch
Linares;38.0928249;-3.6343581;ES;epoch
Linea de la Concepcion;36.1677899;-5.3482396;ES;epoch
Lleida;41.6147605;0.6267842;ES;epoch
Logrono;42.4661196;-2.4396676;ES;epoch
Lorca;37.6715679;-1.6988053;ES;epoch
Luarca;43.5439443;-6.5358435;ES;epoch
Lugo;43.0462247;-7.4739921;ES;epoch
Manresa;41.7288939;1.8286765;ES;epoch
Mataro;41.5398348;2.4448926;ES;epoch
Melilla;35.2918698;-2.9409026;ES;epoch
Mieres;42.1244124;2.6401122;ES;epoch
Orihuela;38.0906911;-0.946613;ES;epoch
Ourense;42.1968459;-7.6114105;ES;epoch
Oviedo;43.3533424;-5.87951434;ES;epoch
Palencia;42.0108856;-4.5328735;ES;epoch
Palma de Mallorca;39.5695818;2.6500745;ES;epoch
Palmas de Gran Canaria;28.128874;-15.4349448;ES;epoch
Pamplona;42.8184538;-1.6442556;ES;epoch
Pontevedra;42.6075172;-8.4714942;ES;epoch
Reus;41.1555564;1.1076133;ES;epoch
Ronda;36.7421339;-5.1665916;ES;epoch
Roquetas de Mar;36.7630203;-2.6115886;ES;epoch
Sabadell;41.5421013;2.1138977;ES;epoch
Salamanca;40.9651572;-5.6640182;ES;epoch
San Cristobal de la Laguna;28.4857715;-16.3159422;ES;epoch
San Fernando;36.45787;-6.2048562;ES;epoch
Sanlucar de Barrameda;36.7761393;-6.3534794;ES;epoch
Santa Cruz de Tenerife;28.469648;-16.2540884;ES;epoch
Santander;43.4620412;-3.8099719;ES;epoch
Santiago de Compostela;42.8804219;-8.5458608;ES;epoch
Talavera de la Reina;39.9603798;-4.8311717;ES;epoch
Tarragona;41.1172364;1.2546057;ES;epoch
Telde;27.9984538;-15.4166761;ES;epoch
Terrassa;41.5629885;2.0102442;ES;epoch
Tineo;43.3092753;-6.491952249;ES;epoch
Toledo;39.8560679;-4.0239568;ES;epoch
Tortosa;40.8110158;0.5209333;ES;epoch
Utrera;37.1824646;-5.7817506;ES;epoch
Valdes;43.4846197;-6.471550948;ES;epoch
Valladolid;41.6521328;-4.728562;ES;epoch
Velez-Malaga;36.7818408;-4.0988568;ES;epoch
Vigo;42.1964491;-8.7117809;ES;epoch
Vitoria-Gasteiz;42.8465088;-2.6724025;ES;epoch
Yecla;38.6136138;-1.1156761;ES;epoch
Zamora;41.5056574;-5.7448039;ES;epoch
Roma;41.89715399;12.53231298;IT;seed
Napoli;40.86518786;14.33619261;IT;seed
Milano;45.54463407;9.1899412;IT;seed
Torino;45.07125588;7.650765077;IT;seed
Genova;44.4184188;8.917256522;IT;seed
Palermo;38.13624749;13.33786802;IT;seed
Firenze;43.7839755;11.21375718;IT;seed
Bologna;44.4937077;11.32900303;IT;seed
Alessandria;44.9129225;8.615321;IT;epoch
Ancona;43.6170137;13.5170982;IT;epoch
Andria;41.227674;16.2947553;IT;epoch
Arezzo;43.4640246;11.86046188;IT;epoch
Bari;41.1257843;16.8620293;IT;epoch
Bergamo;45.6944947;9.6698727;IT;epoch
Bolzano;46.4981125;11.3547801;IT;epoch
Brescia;45.5398022;10.2200214;IT;epoch
Cagliari;39.2169525;9.1128513;IT;epoch
Caltanissetta;37.4899412;14.0631618;IT;epoch
Capannori;43.8420391;10.5735254;IT;epoch
Caserta;41.0820827;14.334708;IT;epoch
Castellammare di Stabia;40.6943046;14.4804813;IT;epoch
Catania;37.5022355;15.08738;IT;epoch
Catanzaro;38.9076353;16.5960465;IT;epoch
Cesena;44.136352;12.2422442;IT;epoch
Cinisello Balsamo;45.5560579;9.2140112;IT;epoch
Cosenza;39.3099931;16.2501929;IT;epoch
Cremona;45.1334796;10.0248716;IT;epoch
Faenza;44.2855555;11.8832055;IT;epoch
Ferrara;44.8372737;11.6186451;IT;epoch
Foggia;41.4623447;15.5430624;IT;epoch
Forli;44.2227182;12.0412435;IT;epoch
Gela;37.0664363;14.2502445;IT;epoch
Giuliano in Campania;41.23334305;14.00139025;IT;epoch
Imola;44.3535145;11.7141233;IT;epoch
La Spezia;44.107033;9.8282255;IT;epoch
Laquila;42.3489203;13.3979672;IT;epoch
Latina;41.4672589;12.9035737;IT;epoch
Lecce;40.3570373;18.1718482;IT;epoch
Livorno;43.5507411;10.3091456;IT;epoch
Lucca;43.8428381;10.502876;IT;epoch
Mantova;45.1566683;10.7917191;IT;epoch
Marsala;37.7979221;12.4342091;IT;epoch
Messina;38.1937571;15.5542082;IT;epoch
Modena;44.6458885;10.9255707;IT;epoch
Modica;36.8589209;14.7613018;IT;epoch
Monza;45.5834418;9.2735257;IT;epoch
Novara;45.4464036;8.619655;IT;epoch
Padova;45.4077172;11.8734455;IT;epoch
Parma;44.8013678;10.3280833;IT;epoch
Pavia;45.1860043;9.1546375;IT;epoch
Perugia;43.1119613;12.3890104;IT;epoch
Pesaro;43.9098114;12.9131228;IT;epoch
Pescara;42.469613;14.2059269;IT;epoch
Piacenza;45.0534751;9.6947461;IT;epoch
Pisa;43.7159395;10.4018624;IT;epoch
Pistoia;43.9336213;10.9174238;IT;epoch
Prato;43.880598;11.0969262;IT;epoch
Ravenna;44.4161414;12.2017617;IT;epoch
Reggio di Calabria;38.1035389;15.6397556;IT;epoch
Reggio nellEmilia;44.6978446;10.6304958;IT;epoch
Rimini;44.0593886;12.5684371;IT;epoch
Salerno;40.6803601;14.7594542;IT;epoch
Sassari;40.7232643;8.5610074;IT;epoch
Sesto San Giovanni;45.5357218;9.2376549;IT;epoch
Siena;43.3185536;11.3316533;IT;epoch
Siracusa;37.0646139;15.2907196;IT;epoch
Taranto;40.4712427;17.2432278;IT;epoch
Terni;42.5641417;12.6405466;IT;epoch
Torre Annunziata;40.7525236;14.4550044;IT;epoch
Torre del Greco;40.7879211;14.3682813;IT;epoch
Trapani;38.0174321;12.515992;IT;epoch
Trento;46.0664228;11.1257601;IT;epoch
Trieste;45.6500335;13.7706559;IT;epoch
Udine;46.0634632;13.2358377;IT;epoch
Venezia;45.4371908;12.3345898;IT;epoch
Verona;45.4384958;10.9924122;IT;epoch
Vicenza;45.5488306;11.5478825;IT;epoch
Vigevano;45.3170942;8.858603;IT;epoch
Valle de Mexico;19.45159047;-99.10560261;MX;seed
Guadalajara;20.63761304;-103.3591386;MX;seed
Monterrey;25.71167126;-100.2783275;MX;seed
Puebla-Tlaxcala;19.04691142;-98.22301187;MX;seed
Juarez;31.70384714;-106.3905995;MX;seed
Torreon - Gomez Palacio;25.54389;-103.41898;MX;seed
Leon;21.1239562;-101.6665674;MX;seed
Acambaro;20.07084755;-100.7447445;MX;epoch
Acapulco;16.8680495;-99.8940182;MX;epoch
Acayucan;18.0281048;-95.03593818;MX;epoch
Aguascalientes;21.8806553;-102.2961323;MX;epoch
Ahome;25.9240491;-109.2075396;MX;epoch
Ameca;20.5347004;-104.064661;MX;epoch
Amecameca;19.1200254;-98.70653181;MX;epoch
Apatzingan;18.9681711;-102.4693968;MX;epoch
Campeche;19.32920555;-89.94391483;MX;epoch
Cananea;30.9826994;-110.2101185;MX;epoch
Celaya;20.5222851;-100.8307739;MX;epoch
Centro;18.0271651;-92.77477676;MX;epoch
Chihuahua;28.5000001;-106.0000001;MX;epoch
Ciudad Guzman;19.7001632;-103.4639353;MX;epoch
Ciudad Madero;22.2783046;-97.82426861;MX;epoch
Ciudad Obregon;27.4846619;-109.9337782;MX;epoch
Ciudad Valles;22.0757924;-99.07337577;MX;epoch
Ciudad Victoria;23.7389846;-99.1441352;MX;epoch
Coatzacoalcos;18.1367924;-94.37775916;MX;epoch
Colima - Villa de Alvarez;19.274843;-103.7159042;MX;epoch
Cordoba;18.92397125;-96.92781089;MX;epoch
Cuernavaca;18.9218274;-99.2342282;MX;epoch
Culiacan;24.7978965;-107.393395;MX;epoch
Delicias;28.1227078;-105.4684895;MX;epoch
Durango;24.833333;-104.833333;MX;epoch
El Oro de Hidalgo;19.8004734;-100.1299496;MX;epoch
Ensenada;30.1927661;-115.2314626;MX;epoch
Fresnillo;23.2249237;-103.0162891;MX;epoch
Guanajuato;20.9876996;-101;MX;epoch
Hermosillo;29.0948207;-110.9692202;MX;epoch
Heroica Matamoros;31.3267701;-110.9513566;MX;epoch
Heroica Nogales;31.3078109;-110.9424823;MX;epoch
Heroica Zamora;30.6393333;-112.2678333;MX;epoch
Heroica Zitacuaro;19.4344012;-100.355314;MX;epoch
Hidalgo del Parral;27.11538475;-105.764288;MX;epoch
Huamantla;19.32333185;-97.91456649;MX;epoch
Iguala de la Independencia;18.1923169;-99.60236695;MX;epoch
Irapuato;20.6748936;-101.3885423;MX;epoch
Jalapa;17.77080775;-92.80215156;MX;epoch
Jiquilpan de Jimenez;19.9674259;-102.7518555;MX;epoch
La Paz;19.36376855;-98.9463136;MX;epoch
La Piedad - Penjamo;20.3691855;-101.9974856;MX;epoch
La Piedad Cavadas;20.1716605;-102.0301081;MX;epoch
Linares;24.85300565;-99.4103418;MX;epoch
Los Mochis;25.78453485;-109.0032924;MX;epoch
Matehuala;23.52290375;-100.604046;MX;epoch
Mazatlan;23.2313053;-106.4153144;MX;epoch
Merida;20.9670759;-89.6237402;MX;epoch
Mexicali;32.6248622;-115.448325;MX;epoch
Minatitlan;17.7052686;-94.38617333;MX;epoch
Monclova;26.8999988;-101.4171173;MX;epoch
Morelia;19.7027116;-101.1923818;MX;epoch
Nueva Rosita;27.9378334;-101.2187489;MX;epoch
Nuevo Laredo;27.4751071;-99.67691718;MX;epoch
Oaxaca;17;-96.5;MX;epoch
Ocotlan;20.3872033;-102.7336192;MX;epoch
Orizaba;18.85923285;-97.11065374;MX;epoch
Pachuca;20.1165413;-98.7413535;MX;epoch
Papantla de Olarte;20.44583905;-97.32327495;MX;epoch
Piedras Negras;28.7019602;-100.5219222;MX;epoch
Poza Rica;20.5320852;-97.4536355;MX;epoch
Puruandiro;20.1194479;-101.5406729;MX;epoch
Queretaro;20.8542575;-99.84756;MX;epoch
Reynosa;25.8366364;-98.3708594;MX;epoch
Rioverde;21.9792678;-100.2481973;MX;epoch
Rosario;28.04103125;-109.3514109;MX;epoch
Salamanca;20.65232455;-101.1668416;MX;epoch
Saltillo;25.4230425;-100.9927509;MX;epoch
San Cristobal de las Casas;16.6835469;-92.61551842;MX;epoch
San Francisco del Rincon;20.92484015;-101.7983288;MX;epoch
San Luis Potosi;22.5000001;-100.5000001;MX;epoch
San Miguel de Allende;20.9139025;-100.744012;MX;epoch
Silao;20.943727;-101.427043;MX;epoch
Tampico;22.2329889;-97.8614802;MX;epoch
Tapachula;14.92746;-92.3223122;MX;epoch
Tehuacan;18.46580115;-97.3978348;MX;epoch
Tehuantepec - Salina Cruz;16.2161458;-95.1972137;MX;epoch
Tepic;21.5044414;-104.8946667;MX;epoch
Teziutlan;19.87399265;-97.37156287;MX;epoch
Tijuana;32.5010188;-116.9646629;MX;epoch
Tlaxcala - Apizaco;19.3987367;-98.1333391;MX;epoch
Toluca;19.292545;-99.6569007;MX;epoch
Tuxpam;18.8817913;-97.1081611;MX;epoch
Tuxtla Gutierrez;16.74521845;-93.14180864;MX;epoch
Uruapan;19.40604335;-102.03429;MX;epoch
Valle de Santiago;20.3968029;-101.2585342;MX;epoch
Veracruz;19.333333;-96.666667;MX;epoch
Villahermosa;20.738333;-98.0725;MX;epoch
Xalapa;19.5408338;-96.9146374;MX;epoch
Zacatecas - Guadalupe;22.824711;-102.4049183;MX;epoch
Zapotlanejo;20.6396569;-103.0515186;MX;epoch
Belfast;54.60187616;-5.945435042;GB;seed
Birmingham;52.51213812;-1.965490369;GB;seed
Bradford;53.79391;-1.75206;GB;seed
Bristol;51.47568809;-2.582049449;GB;seed
Edinburgh;55.94226618;-3.191615537;GB;seed
Glasgow;55.85618871;-4.301855947;GB;seed
Leeds;53.79648;-1.54785;GB;seed
Liverpool;53.43350797;-2.874288738;GB;seed
London;51.49357981;-0.129891877;GB;seed
Manchester;53.49196147;-2.241619756;GB;seed
Sheffield;53.388841;-1.417890387;GB;seed
Aberdeen;57.1482429;-2.0928095;GB;epoch
Barnsley;53.5527719;-1.4827755;GB;epoch
Bath;51.3813864;-2.3596963;GB;epoch
Birkenhead;53.3943509;-3.0191569;GB;epoch
Blackburn;53.749326;-2.4840566;GB;epoch
Brighton;50.8220399;-0.1374061;GB;epoch
Calderdale;53.7204748;-1.962288633;GB;epoch
Cardiff;51.4816546;-3.1791934;GB;epoch
Coventry;52.4081812;-1.510477;GB;epoch
Darlington;54.53525645;-1.552942975;GB;epoch
Derby;52.9212617;-1.4761491;GB;epoch
Doncaster;53.5227681;-1.1335312;GB;epoch
Dudley;52.5110832;-2.0816813;GB;epoch
Dundee;56.4605938;-2.97019;GB;epoch
Halifax;53.7229229;-1.8604874;GB;epoch
Hartlepool;54.6857276;-1.2093696;GB;epoch
Huddersfield;53.6466645;-1.7822482;GB;epoch
Hull;53.7435722;-0.3394758;GB;epoch
Knowsley;53.4552358;-2.8546852;GB;epoch
Leicester;52.6361398;-1.1330789;GB;epoch
Luton;51.89107295;-0.423030408;GB;epoch
Middlesbrough;54.5461946;-1.235830489;GB;epoch
Newcastle-upon-Tyne;54.9738474;-1.6131572;GB;epoch
North Tyneside;55.02979945;-1.508256;GB;epoch
Norwich;52.628606;1.29227;GB;epoch
Nottingham;52.9534193;-1.1496461;GB;epoch
Oldbury and Smethwick;52.5012103;-1.9796525;GB;epoch
Plymouth;50.3712659;-4.1425658;GB;epoch
Poole;50.74018055;-1.953773835;GB;epoch
Portsmouth;50.8036831;-1.075614;GB;epoch
Preston;53.7593363;-2.6992717;GB;epoch
Rhondda;50.19383355;-5.42349135;GB;epoch
Rotherham;53.4310417;-1.355187;GB;epoch
Sandwell;52.5151278;-2.013562374;GB;epoch
Sefton;53.5034122;-2.9714708;GB;epoch
South Shields;54.9987414;-1.4321848;GB;epoch
Southampton;50.9137978;-1.399040483;GB;epoch
Southend-on-Sea;51.54063195;0.716114673;GB;epoch
Stoke-on-Trent;53.0162014;-2.1812607;GB;epoch
Sunderland;54.9063791;-1.375053;GB;epoch
Swansea;51.6195955;-3.9459248;GB;epoch
Wakefield;53.6829541;-1.4967286;GB;epoch
Walsall;52.5847949;-1.9822687;GB;epoch
Wirral;53.3409714;-3.0500916;GB;epoch
Wolverhampton;52.5847651;-2.127567;GB;epoch
Tokyo;35.68148131;139.649416;JP;seed
Osaka;34.70012803;135.4198332;JP;seed
Nagoya;35.1212196;136.8713458;JP;seed
Yokohama;35.44778;139.6425;JP;seed
Sapporo;43.07052122;141.3738144;JP;seed
Kobe;34.6913;135.183;JP;seed
Hiroshima;34.40983978;132.4508307;JP;seed
Fukuoka;33.60202361;130.4282875;JP;seed
Kyoto;35.02107;135.75385;JP;seed
Kitakyushu;33.88835279;130.8576725;JP;seed
Sendai;38.27557021;140.9104717;JP;seed
Nagasaki;32.76273432;129.8565366;JP;seed
Akita;39.6898802;140.342608;JP;epoch
Aomori;40.886943;140.590121;JP;epoch
Asahikawa;43.758203;142.371544;JP;epoch
Chiba;35.549399;140.2647303;JP;epoch
Fukui;35.9263502;136.6068127;JP;epoch
Funabashi;35.699997;139.988668;JP;epoch
Gifu;35.7867449;137.0460777;JP;epoch
Hachioji;35.660175;139.283071;JP;epoch
Hakodate;41.768793;140.729008;JP;epoch
Hamamatsu;34.7109786;137.7259431;JP;epoch
Himeji;34.8153529;134.6854793;JP;epoch
Kagoshima;31.521587;130.5474077;JP;epoch
Kanazawa;36.561627;136.6568822;JP;epoch
Kawaguchi;35.8078228;139.7241054;JP;epoch
Kawasaki;35.523142;139.708024;JP;epoch
Kochi;33.6569018;133.5606241;JP;epoch
Kumamoto;32.6450475;130.6341345;JP;epoch
Kurashiki;34.5850791;133.7719957;JP;epoch
Maebashi;36.3893418;139.0632826;JP;epoch
Matsudo;35.7879371;139.903177;JP;epoch
Matsuyama;33.8395188;132.7653521;JP;epoch
Muroran;42.3152461;140.9740731;JP;epoch
Nagano;36.1143945;138.0319015;JP;epoch
Niigata;37.6452283;138.7669125;JP;epoch
Okayama;34.8581334;133.7759256;JP;epoch
Omuta;33.0299874;130.4433467;JP;epoch
Sagamihara;35.56559;139.236215;JP;epoch
Sakai;34.529124;135.50156;JP;epoch
Sasebo;33.1799965;129.7152872;JP;epoch
Shizuoka;34.9332488;138.0955398;JP;epoch
Takamatsu;34.3425592;134.0465338;JP;epoch
Tokushima;33.9196418;134.2509634;JP;epoch
Toyama;36.6957569;137.2136215;JP;epoch
Toyohashi;34.769123;137.391461;JP;epoch
Tsu;34.7341973;136.5153283;JP;epoch
Utsunomiya;36.5549677;139.8828776;JP;epoch
Wakayama;33.8070292;135.5930743;JP;epoch
Yokkaichi;34.9648428;136.624845;JP;epoch
New York;40.7732142;-73.880905;US;seed
Chicago;41.7939627;-87.822537;US;seed
Los Angeles;33.9538136;-117.95393;US;seed
Philadelphia;39.9070466;-75.236058;US;seed
Detroit;42.33143;-83.04575;US;seed
Houston;29.7813708;-95.40837;US;seed
Saint Louis;38.6486634;-90.295168;US;seed
Akron;41.083064;-81.518485;US;epoch
Albany;42.6511674;-73.754968;US;epoch
Albuquerque;35.0841034;-106.6509851;US;epoch
Allentown;40.6022059;-75.4712794;US;epoch
Anaheim;33.8347516;-117.911732;US;epoch
Anchorage;61.2163129;-149.8948523;US;epoch
Arlington;32.701939;-97.10562483;US;epoch
Atlanta;33.7490987;-84.3901849;US;epoch
Aurora;41.7571701;-88.3147539;US;epoch
Austin;30.2711286;-97.7436995;US;epoch
Bakersfield;35.3738712;-119.0194639;US;epoch
Baltimore;39.2847494;-76.62047464;US;epoch
Baton Rouge;30.4459596;-91.18738;US;epoch
Birmingham;33.5206824;-86.8024326;US;epoch
Boston;42.3602534;-71.0582912;US;epoch
Bridgeport;41.1670412;-73.2048348;US;epoch
Buffalo;42.8867166;-78.8783922;US;epoch
Chandler;33.3062223;-111.8413317;US;epoch
Charlotte;35.2270869;-80.8431268;US;epoch
Chattanooga;35.0456297;-85.3096801;US;epoch
Cincinnati;39.1014537;-84.5124602;US;epoch
Cleveland;41.5051613;-81.6934446;US;epoch
Colorado Springs;38.8339578;-104.8253485;US;epoch
Columbus;39.9622601;-83.0007065;US;epoch
Corpus Christi;27.8002542;-97.3955744;US;epoch
Dallas;32.7762719;-96.7968559;US;epoch
Dayton;39.7589478;-84.1916069;US;epoch
Denver;39.7392364;-104.9848623;US;epoch
Des Moines;41.5910641;-93.6037149;US;epoch
El Paso;31.7600372;-106.487287;US;epoch
Elizabeth;40.6639916;-74.2107006;US;epoch
Erie;42.1294712;-80.0852695;US;epoch
Evansville;37.9747645;-87.5558483;US;epoch
Flint;43.0171773;-83.7236024;US;epoch
Fort Wayne;41.0799898;-85.1386015;US;epoch
Fort Worth;32.753177;-97.3327459;US;epoch
Fresno;36.7295295;-119.7088613;US;epoch
Gary;41.6021292;-87.3371372;US;epoch
Grand Rapids;42.9632405;-85.6678639;US;epoch
Greensboro;36.0726355;-79.7919754;US;epoch
Honolulu;21.304547;-157.8556764;US;epoch
Indianapolis;39.7683331;-86.1583502;US;epoch
Irvine;33.6856969;-117.8259819;US;epoch
Jacksonville;30.3321838;-81.655651;US;epoch
Jersey City;40.7281575;-74.0776417;US;epoch
Kansas City;39.100105;-94.5781416;US;epoch
Knoxville;35.9603948;-83.9210261;US;epoch
Las Vegas;36.1662859;-115.149225;US;epoch
Lexington-Fayette;38.0464066;-84.4970393;US;epoch
Lincoln;40.8;-96.667821;US;epoch
Long Beach;33.7690164;-118.1916048;US;epoch
Louisville;38.2542376;-85.759407;US;epoch
Lowell;42.6334247;-71.3161718;US;epoch
Lubbock;33.5778631;-101.8551665;US;epoch
Madison;43.074761;-89.3837613;US;epoch
Memphis;35.1490215;-90.0516285;US;epoch
Miami;25.7742658;-80.1936589;US;epoch
Milwaukee;43.0349931;-87.922497;US;epoch
Minneapolis;44.9706705;-93.26821774;US;epoch
Mobile;30.6943566;-88.0430541;US;epoch
Montgomery;32.3669656;-86.3006485;US;epoch
Nashville-Davidson;36.1622296;-86.7743531;US;epoch
New Haven;41.3082138;-72.9250518;US;epoch
New Orleans;29.9499323;-90.0701156;US;epoch
Newark;40.735657;-74.1723667;US;epoch
Norfolk;36.8889933;-76.2481624;US;epoch
Oakland;37.8044557;-122.2713563;US;epoch
Oklahoma City;35.4729886;-97.5170536;US;epoch
Omaha;41.2587459;-95.9383758;US;epoch
Paterson;40.9167654;-74.171811;US;epoch
Peoria;40.6938609;-89.5891008;US;epoch
Phoenix;33.4485866;-112.0773456;US;epoch
Pittsburgh;40.4416941;-79.9900861;US;epoch
Plano;33.0136764;-96.6925096;US;epoch
Portland;45.5202471;-122.6741949;US;epoch
Providence;41.8239891;-71.4128343;US;epoch
Richmond;37.5385087;-77.43428;US;epoch
Rochester;43.157285;-77.615214;US;epoch
Rockford;42.2713945;-89.093966;US;epoch
Sacramento;38.5815719;-121.4943996;US;epoch
Saint Paul;44.9504037;-93.1015026;US;epoch
Saint Petersburg;27.7703796;-82.6695085;US;epoch
Salt Lake City;40.7670126;-111.8904308;US;epoch
San Antonio;29.4246002;-98.4951405;US;epoch
San Diego;32.7174209;-117.1627714;US;epoch
San Francisco;37.7792808;-122.4192363;US;epoch
San Jose;37.3361905;-121.8905833;US;epoch
