"";"city";"country";"type";"name";"lat";"lon"
"9";"Belleville";"Canada";"epochSmaller";"Belleville";"44.2436328";"-77.3607597"
"12";"Brantford";"Canada";"epochSmaller";"Brantford";"43.1554354";"-80.2665916"
"15";"Calgary";"Canada";"epochSmaller";"Calgary";"51.02532675";"-114.0498685"
"18";"Charlottetown";"Canada";"epochSmaller";"Charlottetown";"46.234953";"-63.132935"
"27";"Guelph";"Canada";"epochSmaller";"Guelph";"43.533783";"-80.2306337"
"28";"Halifax";"Canada";"epochSmaller";"Halifax";"44.8543667";"-63.137798"
"29";"Hamilton";"Canada";"epochSmaller";"Hamilton";"43.2425289";"-79.9470423"
"30";"Hull";"Canada";"epochSmaller";"Hull";"45.4371637";"-75.7241942"
"34";"Kingston";"Canada";"epochSmaller";"Kingston";"44.3054151";"-76.4283781"
"38";"Lethbridge";"Canada";"epochSmaller";"Lethbridge";"49.694285";"-112.851562"
"39";"Levis";"Canada";"epochSmaller";"Levis";"46.7910096";"-71.1753274"
"40";"London";"Canada";"epochSmaller";"London";"42.9537654";"-81.2291529"
"43";"Moncton";"Canada";"epochSmaller";"Moncton";"46.097995";"-64.80011"
"45";"Nanaimo";"Canada";"epochSmaller";"Nanaimo";"49.1637594";"-123.9379719"
"47";"New Westminster";"Canada";"epochSmaller";"New Westminster";"49.205728";"-122.9108651"
"48";"Niagara Falls";"Canada";"epochSmaller";"Niagara Falls";"43.100983";"-79.115295"
"51";"Oshawa";"Canada";"epochSmaller";"Oshawa";"43.91768";"-78.862953"
"53";"Peterborough";"Canada";"epochSmaller";"Peterborough";"44.3048009";"-78.3199496"
"55";"Regina";"Canada";"epochSmaller";"Regina";"50.44876";"-104.61731"
"58";"Saguenay";"Canada";"epochSmaller";"Saguenay";"48.405959";"-71.069183"
"64";"Saint-Hyacinthe";"Canada";"epochSmaller";"Saint-Hyacinthe";"45.627484";"-72.940636"
"65";"Saint-Jerome";"Canada";"epochSmaller";"Saint-Jerome";"45.775426";"-74.013176"
"66";"Saint-Thomas";"Canada";"epochSmaller";"Saint-Thomas";"42.7792897";"-81.1832518"
"67";"Sarnia";"Canada";"epochSmaller";"Sarnia";"42.992595";"-82.380981"
"68";"Saskatoon";"Canada";"epochSmaller";"Saskatoon";"52.131802";"-106.660767"
"71";"Sherbrooke";"Canada";"epochSmaller";"Sherbrooke";"45.403271";"-71.889038"
"73";"St. Johns";"Canada";"epochSmaller";"St. Johns";"47.561701";"-52.715149"
"74";"Stratford";"Canada";"epochSmaller";"Stratford";"46.2189935";"-63.08765341"
"75";"Sudbury";"Canada";"epochSmaller";"Sudbury";"46.49272";"-80.991211"
"77";"Sydney";"Canada";"epochSmaller";"Sydney";"46.137977";"-60.194092"
"79";"Thunder Bay";"Canada";"epochSmaller";"Thunder Bay";"48.406414";"-89.259796"
"81";"Trois-Rivieres";"Canada";"epochSmaller";"Trois-Rivieres";"46.3507999";"-72.5571257"
"83";"Victoria";"Canada";"epochSmaller";"Victoria";"48.4283182";"-123.3649533"
"84";"Waterloo";"Canada";"epochSmaller";"Waterloo";"43.466874";"-80.524635"
"86";"Windsor";"Canada";"epochSmaller";"Windsor";"42.30423";"-83.029861"
"96";"Albacete";"Spain";"epochSmaller";"Albacete";"38.9890121";"-1.8548699"
"99";"Alicante";"Spain";"epochSmaller";"Alicante";"38.353738";"-0.4901846"
"100";"Almeria";"Spain";"epochSmaller";"Almeria";"36.8414197";"-2.4628135"
"103";"Badajoz";"Spain";"epochSmaller";"Badajoz";"38.8780585";"-6.9702048"
"105";"Burgos";"Spain";"epochSmaller";"Burgos";"42.343926";"-3.696977"
"106";"Caceres";"Spain";"epochSmaller";"Caceres";"39.4745175";"-6.3716761"
"107";"Cadiz";"Spain";"epochSmaller";"Cadiz";"36.5298292";"-6.2925679"
"108";"Cartagena";"Spain";"epochSmaller";"Cartagena";"37.6267868";"-1.0006184"
"109";"Castello de la Plana";"Spain";"epochSmaller";"Castello de la Plana";"39.9860347";"-0.0377354"
"110";"Ceuta";"Spain";"epochSmaller";"Ceuta";"35.888361";"-5.304138"
"112";"Cordoba";"Spain";"epochSmaller";"Cordoba";"37.8845813";"-4.7760138"
"113";"Coruna";"Spain";"epochSmaller";"Coruna";"43.3712091";"-8.3958768"
"114";"Donostia-San Sebastian";"Spain";"epochSmaller";"Donostia-San Sebastian";"43.3224219";"-1.9838889"
"119";"Ferrol";"Spain";"epochSmaller";"Ferrol";"43.4846862";"-8.233162"
"120";"Gijon";"Spain";"epochSmaller";"Gijon";"43.5450394";"-5.6626443"
"121";"Girona";"Spain";"epochSmaller";"Girona";"41.9793006";"2.8199439"
"122";"Granada";"Spain";"epochSmaller";"Granada";"37.183054";"-3.6021928"
"123";"Huelva";"Spain";"epochSmaller";"Huelva";"37.2575874";"-6.9484945"
"125";"Jaen";"Spain";"epochSmaller";"Jaen";"37.7728858";"-3.7883289"
"126";"Jerez de la Frontera";"Spain";"epochSmaller";"Jerez de la Frontera";"36.6816936";"-6.1377402"
"130";"Leon";"Spain";"epochSmaller";"Leon";"42.5989995";"-5.5682413"
"133";"Lleida";"Spain";"epochSmaller";"Lleida";"41.6147605";"0.6267842"
"134";"Logrono";"Spain";"epochSmaller";"Logrono";"42.4661196";"-2.4396676"
"135";"Lorca";"Spain";"epochSmaller";"Lorca";"37.6715679";"-1.6988053"
"137";"Lugo";"Spain";"epochSmaller";"Lugo";"43.0462247";"-7.4739921"
"138";"Manresa";"Spain";"epochSmaller";"Manresa";"41.7288939";"1.8286765"
"139";"Mataro";"Spain";"epochSmaller";"Mataro";"41.5398348";"2.4448926"
"140";"Melilla";"Spain";"epochSmaller";"Melilla";"35.2918698";"-2.9409026"
"142";"Orihuela";"Spain";"epochSmaller";"Orihuela";"38.0906911";"-0.946613"
"143";"Ourense";"Spain";"epochSmaller";"Ourense";"42.1968459";"-7.6114105"
"144";"Oviedo";"Spain";"epochSmaller";"Oviedo";"43.3533424";"-5.87951434"
"145";"Palencia";"Spain";"epochSmaller";"Palencia";"42.0108856";"-4.5328735"
"146";"Palma de Mallorca";"Spain";"epochSmaller";"Palma de Mallorca";"39.5695818";"2.6500745"
"147";"Palmas de Gran Canaria";"Spain";"epochSmaller";"Palmas de Gran Canaria";"28.128874";"-15.4349448"
"149";"Pontevedra";"Spain";"epochSmaller";"Pontevedra";"42.6075172";"-8.4714942"
"150";"Reus";"Spain";"epochSmaller";"Reus";"41.1555564";"1.1076133"
"153";"Sabadell";"Spain";"epochSmaller";"Sabadell";"41.5421013";"2.1138977"
